,GCF_000956175.1_ASM95617v1,GCF_013407145.1_ASM1340714v1,GCF_000018465.1_ASM1846v1,GCF_013407165.1_ASM1340716v1,GCF_000875775.1_ASM87577v1,GCF_000007225.1_ASM722v1,GCF_000016385.1_ASM1638v1,GCF_000015805.1_ASM1580v1,GCF_000234805.1_ASM23480v1,GCF_000019805.1_ASM1980v1,GCF_900095295.1_MCBB,GCF_001458655.1_Mb9,GCF_000191585.1_ASM19158v1,GCF_000214725.1_ASM21472v1,GCF_002813695.1_ASM281369v1,GCF_000739065.1_ASM73906v1,GCF_000023985.1_ASM2398v1,GCF_000092305.1_ASM9230v1,GCF_000091665.1_ASM9166v1,GCF_000024625.1_ASM2462v1,GCF_000023965.1_ASM2396v1,GCF_000011085.1_ASM1108v1,GCF_018200015.1_ASM1820001v1,GCF_002844335.1_ASM284433v1,GCF_000007185.1_ASM718v1,GCF_000007065.1_ASM706v1,GCF_000969885.1_ASM96988v1,GCF_000969905.1_ASM96990v1,GCF_001304615.2_ASM130461v2,GCF_000970265.1_ASM97026v1,GCF_000195935.2_ASM19593v2,GCF_008245085.1_ASM824508v1,GCF_000011105.1_ASM1110v1,GCF_001577775.1_ASM157777v1,GCF_000215995.1_ASM21599v1,GCF_000800805.1_ASM80080v1,GCF_900090055.1_C.divulgatum_PM4,GCF_000152265.2_ASM15226v2,GCF_000008265.1_ASM826v1,GCF_000195915.1_ASM19591v1,GCF_000582535.1_ASM58253v1,GCF_000281235.1_ASM28123v1,GCF_018024475.1_ASM1802447v1,GCF_000026205.1_ASM2620v1,GCF_003640545.1_ASM364054v1,GCF_000734035.1_ASM73403v1,GCF_000025285.1_ASM2528v1,GCF_000385565.1_ASM38556v1,GCF_000194625.1_ASM19462v1,GCF_000025505.1_ASM2550v1,Genes,Z-DNAs,Z-DNAs_in_promoter,Genes_with_Z-DNAs_in_promoter,Max_zh-score,Average_zh-score,functions
449,WP_048114524.1,WP_179360839.1,WP_012216175.1,WP_179362729.1,WP_148702478.1,*,WP_011899573.1,WP_011848711.1,WP_014289492.1,WP_012349424.1,WP_071907814.1,WP_048085816.1,"WP_013643765.1,WP_013644836.1",WP_013826826.1,WP_100909430.1,WP_048201774.1,WP_015791513.1,*,WP_010871121.1,WP_015732831.1,"WP_015763171.1,WP_015763839.1",WP_004961161.1,WP_004961161.1,WP_101350147.1,WP_011018494.1,WP_048045848.1,WP_048166947.1,WP_048119084.1,WP_054299372.1,WP_048124796.1,WP_010867639.1,WP_011012919.1,WP_010885721.1,WP_068323504.1,WP_013904984.1,WP_048112229.1,WP_021789623.1,WP_009886855.1,WP_011177412.1,WP_048162191.1,WP_025208536.1,*,*,WP_012504297.1,WP_121463907.1,WP_048064652.1,WP_012940087.1,WP_015591639.1,WP_013683772.1,WP_012966217.1,48,38,6,6,10894.72,2334.180652631579,serine hydroxymethyltransferase
450,WP_048114682.1,WP_179360771.1,WP_012216112.1,WP_179362655.1,WP_148702420.1,WP_011007512.1,WP_011899579.1,WP_011848717.1,WP_014289498.1,WP_012349430.1,WP_071907561.1,WP_048072465.1,WP_013643978.1,WP_013826541.1,WP_100909324.1,WP_048202057.1,WP_015791471.1,WP_013099763.1,WP_010870336.1,WP_012819538.1,WP_015763258.1,WP_011223510.1,WP_004960680.1,WP_101350308.1,WP_011019599.1,WP_048040659.1,WP_048166193.1,WP_048120309.1,WP_054298100.1,WP_048125180.1,WP_010867875.1,WP_011012548.1,WP_010885485.1,WP_068324003.1,WP_013905475.1,WP_048111567.1,WP_021790078.1,WP_009886734.1,WP_011177129.1,WP_010901422.1,*,*,*,*,*,WP_010879481.1,WP_012940500.1,WP_015590726.1,WP_232215808.1,WP_012965587.1,45,13,0,0,37878.25,9038.642446153848,peptidylprolyl isomerase
451,WP_048117778.1,WP_179361196.1,WP_012214700.1,WP_179363041.1,WP_148702862.1,WP_011007518.1,WP_011899581.1,WP_011848719.1,WP_014289500.1,WP_012349432.1,WP_071907012.1,"WP_048071969.1,WP_048085151.1",WP_013644416.1,WP_013825946.1,"WP_100906061.1,WP_100909538.1",WP_048202681.1,WP_015791012.1,WP_198002854.1,WP_064496902.1,WP_211204353.1,WP_015763546.1,WP_004963339.1,WP_004963339.1,WP_101349505.1,WP_011020015.1,WP_011034744.1,WP_048166469.1,WP_048119928.1,WP_054297741.1,WP_048125461.1,WP_048147178.1,WP_011011328.1,WP_010886009.1,WP_068320258.1,WP_013906025.1,WP_048111616.1,WP_077076413.1,WP_009887368.1,WP_011178035.1,WP_010901292.1,WP_025208912.1,WP_014858782.1,WP_210954633.1,*,WP_121464028.1,WP_048064335.1,WP_048084679.1,WP_015590250.1,WP_013684252.1,WP_012966436.1,51,24,2,2,3858.662,1340.9204458333336,phosphopyruvate hydratase
452,WP_048117790.1,WP_179361195.1,WP_012214699.1,WP_179363040.1,WP_148702861.1,WP_011007523.1,WP_011899586.1,WP_011848724.1,WP_014289505.1,WP_012349437.1,WP_071907010.1,WP_048071967.1,WP_013644418.1,WP_013825944.1,WP_100906063.1,WP_048201961.1,WP_015791947.1,WP_013100783.1,WP_010870496.1,WP_015732637.1,WP_015763547.1,WP_004963334.1,WP_004963334.1,WP_101349506.1,WP_011019946.1,WP_015412069.1,WP_082086832.1,WP_052725315.1,WP_054297848.1,WP_052722831.1,WP_010867661.1,WP_011012787.1,WP_048053445.1,WP_068323545.1,WP_013905016.1,WP_048113286.1,WP_241810772.1,WP_009886922.1,WP_011177318.1,WP_010901597.1,*,*,*,*,*,WP_010878629.1,WP_245526122.1,WP_015590251.1,WP_013684253.1,WP_012966435.1,45,11,3,3,38833.58,6140.5989,30S ribosomal protein S2
453,*,*,*,*,*,WP_011007525.1,WP_011899588.1,WP_011848726.1,WP_014289507.1,*,*,*,*,*,*,WP_048201778.1,WP_015790920.1,*,WP_064496394.1,WP_015733184.1,WP_015763460.1,WP_049939135.1,WP_004962105.1,WP_101351421.1,*,WP_011032666.1,WP_048168035.1,WP_048118848.1,WP_054299117.1,WP_048124690.1,WP_010868526.1,WP_014835351.1,WP_010884671.1,WP_068321620.1,WP_013905529.1,*,WP_077076513.1,WP_009886736.1,WP_011177137.1,WP_010901306.1,WP_025208909.1,WP_014858780.1,WP_210954591.1,*,WP_236628357.1,*,*,*,*,WP_012965257.1,31,21,1,1,38833.58,4327.029114285715,pyruvate kinase
454,WP_048116007.1,WP_179361560.1,WP_012215350.1,WP_179363410.1,WP_148703255.1,WP_128621410.1,WP_011899590.1,WP_011848728.1,WP_014289509.1,WP_012349440.1,WP_071906748.1,WP_048085230.1,WP_173319796.1,WP_227717008.1,WP_100908922.1,*,*,*,*,*,WP_015763136.1,WP_011223537.1,WP_004956739.1,WP_101350351.1,*,WP_011033844.1,WP_048167204.1,WP_048121755.1,WP_054298454.1,WP_048126920.1,WP_010868520.1,WP_014835307.1,WP_010884735.1,WP_068321635.1,WP_013905783.1,WP_048113766.1,WP_021789511.1,WP_009887938.1,WP_011176885.1,WP_010901555.1,WP_025208896.1,WP_014858192.1,WP_210954898.1,WP_012504483.1,WP_236628356.1,WP_048094938.1,WP_048084708.1,WP_236609734.1,WP_013683666.1,WP_012965129.1,44,36,5,5,38833.58,4716.4299,cysteine--tRNA ligase
455,*,*,*,*,*,WP_011007535.1,WP_011899598.1,WP_011848734.1,WP_014289523.1,WP_012349446.1,WP_071907965.1,WP_048085648.1,WP_013645642.1,WP_013825108.1,WP_100904868.1,WP_048202478.1,WP_015791003.1,WP_013100307.1,WP_010869738.1,WP_015733645.1,WP_015763259.1,WP_004960674.1,WP_004960674.1,WP_232794459.1,WP_011019239.1,WP_011032818.1,WP_048167301.1,WP_048122412.1,WP_054299854.1,WP_048124596.1,WP_010867497.1,WP_014835551.1,WP_010885878.1,WP_068323125.1,WP_048058128.1,*,*,*,*,*,*,*,*,*,*,WP_052358794.1,WP_012941229.1,WP_015590725.1,WP_013682787.1,WP_048086484.1,35,6,4,4,13713.99,3442.6742833333333,class IV adenylate cyclase
456,*,*,*,*,*,WP_011007538.1,WP_128622099.1,WP_011848738.1,WP_014289526.1,WP_012349449.1,WP_071907207.1,"WP_048084445.1,WP_144405544.1",WP_013644864.1,WP_013826210.1,WP_100907286.1,*,WP_015791856.1,*,*,*,*,WP_049938731.1,WP_004962833.1,*,WP_226988724.1,*,*,WP_048123856.1,WP_054298123.1,*,WP_010867540.1,*,*,WP_068323053.1,WP_013904845.1,*,*,"WP_009887009.1,WP_009887372.1",WP_011178038.1,*,*,*,*,*,*,*,WP_012939674.1,WP_015590620.1,WP_013684501.1,WP_012965557.1,27,15,0,0,2883.764,1424.26972,carbohydrate kinase family protein
457,WP_048117368.1,WP_179361268.1,WP_012214789.1,WP_179363124.1,WP_148703878.1,WP_011007554.1,WP_011899612.1,WP_011848751.1,WP_014289540.1,WP_012349459.1,WP_071907021.1,WP_048071979.1,WP_013644406.1,WP_013825956.1,WP_100906794.1,WP_048201080.1,WP_048056390.1,WP_013100082.1,WP_010869643.1,WP_048197031.1,WP_015762689.1,WP_049939101.1,WP_004964004.1,WP_101349298.1,WP_011018505.1,WP_011034085.1,WP_048166996.1,WP_048118603.1,WP_054299421.1,WP_048124740.1,WP_010867646.1,WP_011012926.1,WP_010885712.1,WP_068323515.1,WP_013905003.1,WP_048112629.1,WP_083705347.1,WP_009887191.1,WP_011177468.1,WP_010901651.1,WP_025208593.1,*,WP_210954859.1,WP_012504474.1,WP_121464220.1,WP_010877749.1,WP_012941232.1,WP_236609692.1,WP_013683829.1,WP_012965664.1,49,30,2,2,6680.689,1408.5671200000002,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5
458,WP_048118006.1,WP_179361140.1,WP_012214630.1,WP_179362980.1,WP_148702800.1,WP_011007558.1,WP_011899616.1,WP_011848755.1,WP_014289544.1,WP_012349463.1,WP_071905980.1,WP_048071800.1,WP_013645905.1,"WP_013824864.1,WP_013825796.1",WP_100906670.1,*,*,*,*,*,WP_015762993.1,WP_011222626.1,WP_004965580.1,WP_101351651.1,WP_011018620.1,"WP_011033102.1,WP_226987697.1",WP_082086819.1,WP_082090996.1,WP_082384308.1,WP_084630791.1,WP_010868280.1,WP_011011894.1,"WP_010885943.1,WP_048053503.1",WP_068320850.1,WP_013906121.1,*,*,*,WP_011177324.1,WP_010900679.1,*,*,*,*,*,*,*,WP_015589683.1,*,WP_211204322.1,37,22,2,2,28780.5,3076.0604954545447,Gfo/Idh/MocA family oxidoreductase
459,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015763223.1,WP_011223315.1,WP_004961293.1,WP_101350090.1,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_009887794.1,*,*,*,*,*,*,*,*,*,*,*,*,5,19,1,1,3661.11,1439.4149631578946,Gfo/Idh/MocA family oxidoreductase
460,*,*,*,*,*,WP_011007563.1,WP_128622101.1,WP_011848760.1,WP_014289549.1,WP_012349468.1,*,*,*,*,*,*,*,*,*,*,WP_015764057.1,WP_007187811.1,WP_004961626.1,WP_101349990.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878718.1,WP_012940612.1,WP_015591572.1,WP_013683240.1,WP_012966914.1,14,19,3,3,7973.084,2240.914489473684,DMT family transporter
461,WP_048114388.1,WP_179360906.1,WP_148679996.1,WP_179362783.1,WP_148702531.1,WP_011007567.1,WP_011899624.1,WP_011848763.1,WP_014289552.1,WP_012349472.1,WP_145976018.1,WP_048085947.1,WP_144017584.1,WP_013825825.1,WP_100909140.1,WP_048201837.1,WP_015790795.1,WP_013100566.1,WP_010870118.1,WP_015733257.1,WP_015764050.1,WP_004961721.1,WP_004961721.1,WP_101349962.1,WP_158295866.1,"WP_011032845.1,WP_011033227.1",WP_048167314.1,"WP_048116650.1,WP_048122365.1",WP_054299842.1,"WP_048123993.1,WP_048124612.1",WP_010867788.1,WP_011012372.1,WP_010885578.1,WP_068323916.1,WP_013905085.1,WP_048111622.1,*,WP_009886261.1,*,WP_010901203.1,*,*,*,*,*,WP_010879188.1,WP_012939745.1,WP_015591178.1,WP_013684271.1,WP_012966688.1,46,16,0,0,6680.689,2250.40628125,endonuclease III
462,*,*,*,*,*,*,*,*,*,*,WP_231916434.1,WP_060538170.1,WP_013644681.1,WP_227716998.1,WP_100908898.1,WP_173400804.1,WP_015791716.1,WP_048203317.1,WP_010870952.1,WP_015733048.1,WP_015764022.1,WP_011223919.1,WP_004958074.1,WP_101350806.1,*,WP_080503082.1,WP_082086751.1,WP_048120466.1,WP_167829625.1,WP_048126257.1,*,*,*,*,*,*,WP_077076616.1,WP_009886470.1,WP_011177394.1,WP_010900750.1,*,*,*,*,*,*,*,*,*,*,23,13,2,2,6910.52,2073.4487384615386,endonuclease III domain-containing protein
463,WP_048115138.1,WP_179360574.1,WP_012215877.1,WP_179362460.1,WP_148704034.1,WP_011007572.1,WP_011899629.1,WP_011848768.1,WP_014289557.1,WP_012349477.1,WP_071908030.1,WP_060537903.1,WP_013644319.1,WP_013826042.1,WP_100909192.1,WP_048201909.1,WP_012794983.1,WP_013100248.1,WP_010870543.1,WP_012819602.1,WP_015763196.1,"WP_004961395.1,WP_049919126.1","WP_004961395.1,WP_049919126.1","WP_101350053.1,WP_101351085.1",WP_148679828.1,WP_011032411.1,WP_048166934.1,WP_048123822.1,WP_054299360.1,WP_048129472.1,WP_048147010.1,WP_011012221.1,WP_173026571.1,WP_068321290.1,WP_013905755.1,*,*,*,*,*,*,*,*,*,*,WP_010879695.1,WP_012941118.1,WP_015589780.1,WP_048086289.1,WP_012966483.1,43,17,4,4,3661.11,1481.7778,phosphopantetheine adenylyltransferase
464,WP_048118023.1,WP_179361134.1,WP_012214625.1,WP_246275354.1,WP_148702794.1,WP_011007580.1,WP_011899636.1,WP_011848781.1,WP_014289567.1,WP_148682253.1,WP_071907370.1,WP_048072301.1,*,WP_013826371.1,WP_100905762.1,"WP_048201385.1,WP_048202220.1","WP_015791402.1,WP_015791698.1,WP_083767098.1","WP_013099612.1,WP_013100453.1","WP_010870475.1,WP_064496845.1","WP_015732841.1,WP_211204351.1",WP_015761615.1,WP_011224149.1,"WP_004966037.1,WP_004966078.1","WP_101351998.1,WP_101352112.1",*,WP_011033771.1,WP_048167964.1,WP_048122155.1,WP_054299225.1,WP_048124524.1,*,*,*,*,*,WP_048113476.1,WP_021790091.1,WP_009887279.1,WP_237698754.1,WP_010901212.1,*,*,*,*,*,WP_048095047.1,WP_012941080.1,WP_048098218.1,*,*,44,44,5,5,13713.99,2051.804754545455,minichromosome maintenance protein MCM
465,*,*,*,*,*,WP_011007601.1,WP_128622107.1,WP_011848783.1,WP_014289585.1,WP_012349498.1,*,*,*,*,*,*,*,*,*,*,WP_015763514.1,WP_011223080.1,WP_004962534.1,WP_101349730.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,15,4,4,13713.99,2762.659753333333,class I SAM-dependent methyltransferase
466,WP_237089309.1,WP_179360632.1,WP_012215945.1,WP_179362524.1,WP_148702678.1,WP_011007608.1,WP_164905904.1,WP_011848796.1,WP_014289589.1,WP_012349504.1,WP_071907502.1,WP_048084912.1,WP_013644029.1,WP_013826469.1,WP_100905673.1,WP_048201104.1,WP_015791878.1,WP_013100018.1,WP_064496722.1,WP_048196843.1,WP_015761824.1,WP_049939012.1,WP_004959462.1,WP_101351240.1,WP_011019371.1,WP_048036545.1,WP_048166944.1,WP_048119077.1,WP_054299369.1,WP_048128964.1,WP_010867493.1,WP_011012995.1,WP_010885872.1,WP_068323143.1,WP_013904873.1,WP_238603119.1,WP_021789143.1,WP_009887629.1,WP_011178178.1,WP_010900970.1,*,*,*,*,*,WP_010879748.1,WP_012940049.1,WP_015590609.1,WP_013684236.1,WP_012965785.1,45,34,8,8,17253.57,2282.9803352941176,tRNA(Ile)(2)-agmatinylcytidine synthase
467,WP_237089377.1,WP_179361446.1,WP_012215468.1,WP_179362172.1,WP_148703126.1,WP_011007620.1,WP_011899667.1,WP_011848809.1,WP_014289607.1,WP_012349513.1,WP_071906129.1,WP_048073731.1,WP_013645793.1,WP_013824957.1,WP_100907538.1,*,*,WP_013100096.1,*,*,WP_015762590.1,WP_011224757.1,WP_004963955.1,WP_101349315.1,*,WP_011031992.1,WP_048166361.1,WP_048118228.1,WP_054298733.1,WP_048125409.1,*,WP_011012860.1,*,*,*,WP_048111509.1,WP_077075874.1,WP_009886260.1,WP_011177700.1,WP_010901204.1,*,*,*,*,*,WP_010878769.1,WP_012940061.1,WP_015590042.1,WP_013684200.1,WP_012964844.1,36,68,3,3,28780.5,2370.018675,carbamoyl-phosphate synthase large subunit
468,*,*,*,*,*,WP_011007622.1,"WP_011899669.1,WP_011900779.1","WP_011848812.1,WP_011850244.1",WP_014289609.1,"WP_012349515.1,WP_148682277.1",WP_071906241.1,WP_048085401.1,WP_173319803.1,WP_013825017.1,WP_100904594.1,WP_048202181.1,WP_015791181.1,WP_048203561.1,WP_010870181.1,WP_015733148.1,WP_015762891.1,WP_011223347.1,WP_004961210.1,WP_101350123.1,WP_011019912.1,WP_011034243.1,WP_048166986.1,WP_048121869.1,WP_054299408.1,WP_048125088.1,"WP_010868428.1,WP_048146584.1","WP_014835178.1,WP_014835445.1","WP_010884835.1,WP_048053605.1","WP_068320940.1,WP_068323703.1","WP_013905107.1,WP_013905262.1",WP_202965147.1,*,WP_009887655.1,WP_011178090.1,WP_048162051.1,*,*,*,*,*,WP_010878862.1,WP_012940615.1,WP_015589884.1,WP_013682859.1,WP_012966283.1,47,24,5,4,13713.99,1395.7165250000005,hydrogenase expression/formation protein HypE
469,WP_048114740.1,WP_179360741.1,WP_012216089.1,WP_179362631.1,WP_148702545.1,WP_011007633.1,WP_011899679.1,WP_011848821.1,WP_014289618.1,WP_012349522.1,WP_071907375.1,WP_048085921.1,WP_013644127.1,WP_013826377.1,WP_100909273.1,WP_048202203.1,WP_015791223.1,WP_013100271.1,WP_064496455.1,WP_015733091.1,WP_015762378.1,WP_011224718.1,WP_004964139.1,WP_101349256.1,WP_011018473.1,WP_011033060.1,WP_048167492.1,WP_048116867.1,WP_054299646.1,WP_048129603.1,WP_010867602.1,WP_011012876.1,WP_010885760.1,WP_068323393.1,WP_013904978.1,WP_082007279.1,WP_021789326.1,WP_009887031.1,WP_011177902.1,WP_010900509.1,WP_025208982.1,WP_014858948.1,WP_210954856.1,WP_012504519.1,WP_121463814.1,WP_048094788.1,WP_012939752.1,WP_015589860.1,WP_013682758.1,WP_012966723.1,50,16,7,7,4831.423,2094.14949375,dTMP kinase
470,WP_048114989.1,WP_179360629.1,*,WP_179362521.1,*,WP_011007632.1,WP_128622335.1,WP_011848829.1,WP_014289619.1,WP_012349529.1,WP_071905756.1,WP_048072949.1,WP_013643619.1,WP_013824633.1,WP_100907261.1,WP_048201667.1,WP_048056345.1,WP_013100193.1,WP_010870716.1,WP_015733412.1,WP_015761731.1,WP_004960442.1,WP_004960442.1,WP_101348915.1,WP_226988656.1,WP_011033449.1,WP_048167749.1,WP_048123115.1,WP_054298324.1,WP_048124135.1,*,WP_011012804.1,*,*,*,WP_048111497.1,*,WP_009886559.1,WP_048059518.1,*,*,*,*,*,*,*,WP_012940438.1,*,WP_013684591.1,WP_012965194.1,35,17,1,1,6680.689,1690.4859588235297,ATP phosphoribosyltransferase
471,WP_048114993.1,WP_179360627.1,WP_012215940.1,WP_179362519.1,WP_148702339.1,"WP_011007595.1,WP_011007630.1","WP_011899643.1,WP_011899682.1","WP_011848786.1,WP_193322764.1","WP_014289592.1,WP_014289621.1",WP_148682257.1,WP_071907953.1,WP_060537377.1,WP_013645860.1,WP_048188190.1,WP_100908732.1,WP_048202224.1,WP_015791399.1,WP_013099937.1,WP_064496679.1,WP_015733042.1,WP_015763329.1,WP_011223072.1,WP_004962487.1,WP_101349739.1,WP_193333225.1,WP_048045873.1,WP_048167662.1,WP_048123225.1,WP_054298933.1,WP_048128692.1,*,WP_011012811.1,*,*,*,WP_048111496.1,*,WP_009886495.1,WP_011178098.1,*,*,*,*,*,*,"WP_010879516.1,WP_231487506.1","WP_012940052.1,WP_012940632.1","WP_015589832.1,WP_015591821.1","WP_013682991.1,WP_013684726.1","WP_012966116.1,WP_012966155.1",48,29,1,1,302785.5,12322.674675862072,histidinol-phosphate transaminase
472,WP_048115004.1,WP_179360622.1,WP_012215934.1,WP_179362513.1,WP_148702333.1,WP_011007629.1,WP_011899681.1,WP_011848826.1,WP_014289623.1,WP_148682458.1,WP_071907245.1,WP_048073814.1,WP_013644223.1,WP_144011637.1,WP_100907923.1,WP_173400803.1,WP_015791932.1,WP_198002841.1,WP_010870948.1,WP_015732819.1,WP_015761833.1,WP_011224278.1,WP_004959480.1,WP_101351246.1,WP_011019905.1,WP_011033951.1,WP_048168430.1,WP_048123866.1,WP_054297595.1,WP_048127653.1,*,WP_014835587.1,*,*,*,WP_048111491.1,*,WP_009886553.1,WP_011178132.1,*,*,*,*,*,*,WP_010879442.1,WP_048084344.1,WP_015590612.1,WP_013684643.1,WP_012964812.1,39,4,2,2,4545.701,1726.847625,phosphoribosyl-AMP cyclohydrolase
473,WP_048114998.1,WP_179360625.1,WP_012215937.1,WP_179362516.1,WP_148702336.1,WP_011007628.1,WP_164905958.1,WP_193322763.1,WP_014289624.1,WP_012349526.1,WP_071905733.1,WP_048084398.1,WP_013643643.1,WP_013824612.1,WP_100905153.1,WP_048202360.1,WP_015791262.1,WP_013100229.1,WP_064496519.1,WP_015733651.1,WP_015761695.1,WP_011224435.1,WP_004960553.1,WP_101348888.1,WP_226988751.1,WP_048044721.1,WP_048167076.1,WP_048121280.1,WP_054297591.1,WP_048124731.1,*,WP_011012807.1,*,*,*,WP_048111495.1,*,WP_009886556.1,WP_011178135.1,*,*,*,*,*,*,WP_010879754.1,WP_048084387.1,WP_015590052.1,WP_013684160.1,WP_012964895.1,39,19,8,8,13713.99,2785.680252631579,imidazole glycerol phosphate synthase subunit HisH
474,WP_237089310.1,WP_179360554.1,WP_012215838.1,WP_179362437.1,WP_148704010.1,WP_011007640.1,WP_128622110.1,WP_011848824.1,WP_014289626.1,WP_012349525.1,WP_071905771.1,WP_048072967.1,WP_013643605.1,WP_013824647.1,WP_100907275.1,WP_048202243.1,WP_015791320.1,WP_013100640.1,WP_064496668.1,WP_015733816.1,WP_015764105.1,WP_004963008.1,WP_004963008.1,WP_101349598.1,WP_011019453.1,WP_015411464.1,WP_048167347.1,WP_048122983.1,WP_054299901.1,WP_048124647.1,WP_010868368.1,WP_011011788.1,WP_010884945.1,WP_068321335.1,WP_013905940.1,WP_048111778.1,WP_077076179.1,WP_009886542.1,WP_011177617.1,WP_010900947.1,WP_025208610.1,WP_014858787.1,*,*,*,WP_010879731.1,WP_012940679.1,WP_015590115.1,WP_013683761.1,WP_012966882.1,47,41,6,6,27872.66,3187.6735926829274,adenylosuccinate lyase
475,WP_048118802.1,WP_179360525.1,WP_012215803.1,WP_179362409.1,WP_148703985.1,WP_011007642.1,WP_011899685.1,WP_011848823.1,WP_014289628.1,WP_012349524.1,WP_071906979.1,WP_048071958.1,WP_013644433.1,WP_013825912.1,WP_100909162.1,WP_048201235.1,WP_015791358.1,WP_013100440.1,WP_064496543.1,WP_048196832.1,"WP_015761671.1,WP_015763130.1",WP_004956714.1,WP_004956714.1,WP_101350347.1,WP_011018607.1,*,WP_048167983.1,WP_048122805.1,WP_054299201.1,WP_048127960.1,WP_010868713.1,WP_011011423.1,WP_010884548.1,WP_068320537.1,WP_013906562.1,WP_238603152.1,WP_021789283.1,WP_009886716.1,WP_011176995.1,WP_010901774.1,*,WP_014858158.1,*,*,*,WP_010878344.1,WP_012939886.1,WP_015590543.1,WP_013684781.1,WP_012964909.1,46,38,8,8,66470.78,4773.262171052632,adenylosuccinate synthetase
476,WP_048115002.1,WP_179360623.1,WP_012215935.1,WP_179362514.1,WP_192827854.1,WP_128621426.1,WP_011899691.1,WP_011848832.1,WP_014289634.1,WP_187146726.1,WP_071907856.1,"WP_048084436.1,WP_060538115.1",WP_013643735.1,WP_013826877.1,"WP_100909453.1,WP_100909748.1",WP_048202270.1,WP_015791851.1,WP_013100669.1,WP_010869910.1,WP_015732902.1,WP_015762919.1,WP_007187768.1,WP_004956996.1,WP_101350435.1,WP_011018545.1,WP_011033646.1,WP_048167825.1,WP_048117693.1,WP_054299951.1,WP_048124410.1,*,WP_014835588.1,*,*,*,WP_048111492.1,*,WP_009886554.1,WP_011178133.1,*,*,*,*,*,*,WP_010878322.1,WP_012939434.1,WP_015590883.1,WP_013683440.1,WP_012966009.1,41,18,1,1,3428.529,1009.1492777777776,imidazole glycerol phosphate synthase subunit HisF
477,WP_048114997.1,WP_179361833.1,WP_012215938.1,WP_179362517.1,WP_148702337.1,WP_011007653.1,WP_011899693.1,WP_011848834.1,WP_014289635.1,WP_012349533.1,WP_071905688.1,WP_048084359.1,WP_013643681.1,WP_173361653.1,WP_100909503.1,WP_048202163.1,WP_015791639.1,WP_013100557.1,WP_064496583.1,WP_015732963.1,WP_015761842.1,WP_004959567.1,WP_004959567.1,WP_101351270.1,WP_148679620.1,WP_011033451.1,WP_048167750.1,WP_048123106.1,WP_054298323.1,WP_048124132.1,*,WP_011012806.1,*,*,*,WP_048111493.1,*,WP_009886557.1,WP_011178136.1,*,*,*,*,*,*,WP_048095459.1,WP_012939814.1,WP_015590349.1,WP_013684437.1,WP_012965612.1,39,9,2,2,3993.322,1507.7352111111113,imidazoleglycerol-phosphate dehydratase HisB
478,WP_237089284.1,WP_179361001.1,WP_012214487.1,WP_179362846.1,WP_148702365.1,WP_011007664.1,WP_011900224.1,WP_011848839.1,WP_014289644.1,WP_012349537.1,WP_071905860.1,WP_048085715.1,WP_013646012.1,WP_013824742.1,WP_100905029.1,WP_048202447.1,WP_015791796.1,WP_013099733.1,WP_010869512.1,WP_015732776.1,WP_015762610.1,WP_004963765.1,WP_004963765.1,WP_101349379.1,WP_226988750.1,WP_011034230.1,WP_048166857.1,WP_048121541.1,WP_054299274.1,WP_048125067.1,WP_010867819.1,WP_011012608.1,WP_010885545.1,WP_068324194.1,WP_013905893.1,WP_052399333.1,WP_083705369.1,WP_009887674.1,WP_011178198.1,WP_010901383.1,*,*,*,*,*,WP_231487628.1,WP_012939635.1,WP_144060478.1,WP_013682980.1,WP_012965389.1,45,26,4,4,2752.447,1066.163880769231,Glu-tRNA(Gln) amidotransferase subunit GatD
479,WP_048117795.1,WP_179361193.1,WP_012214697.1,WP_179363038.1,WP_148702859.1,WP_011007669.1,WP_011899703.1,WP_011848844.1,WP_014289649.1,WP_012349542.1,WP_071907007.1,WP_060537823.1,WP_013644421.1,WP_013825941.1,WP_100909165.1,WP_048202468.1,WP_015790990.1,WP_013099607.1,WP_010869535.1,WP_012819718.1,WP_015763553.1,WP_011222804.1,WP_004963296.1,WP_101349511.1,WP_011019146.1,WP_011033703.1,WP_048167858.1,WP_048117798.1,WP_054297851.1,WP_048124444.1,WP_010867666.1,WP_011012783.1,WP_010885697.1,WP_068323551.1,WP_013905019.1,WP_048111207.1,WP_077075771.1,WP_048074052.1,WP_011177298.1,WP_010900530.1,*,*,*,*,*,*,WP_012940946.1,WP_015590156.1,WP_013683295.1,WP_012965876.1,44,21,3,3,6970.795,2537.5580095238097,isopentenyl phosphate kinase
